accession,amplicon_PCR_primer_scheme,collected_by,geo_loc_name,collection_date,ww_population,ww_surv_target_1_conc,geo_loc_country,geo_loc_region,site_id
SRR22324295,,MO DHSS,USA: Missouri,2022-09-27,7936.0,-1.0,USA,Missouri,USA_MO_86839b65
SRR26936822,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-27,1393.0,4.679,USA,Oregon,USA_OR_410592fd
SRR22324401,,MO DHSS,USA: Missouri,2022-09-27,60000.0,-1.0,USA,Missouri,USA_MO_5c88f455
SRR23510115,,CDPHE,"USA: Colorado, Teller, county",2022-09-27,7143.0,68400.0,USA,Colorado,USA_CO_a08ffcc1
SRR22303899,,,USA: Utah,2022-09-27,84981.0,536069.7,USA,Utah,USA_UT_9ef992ae
SRR25299687,ARTIC V4.1 spike,,USA: California,2022-09-27,250000.0,169919.00247322972,USA,California,USA_CA_9041d1a2
SRR23510122,,CDPHE,"USA: Colorado, Ouray, county",2022-09-27,2152.0,33000.0,USA,Colorado,USA_CO_70c981a1
SRR22578047,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-27,135821.0,11750.0,USA,North Carolina,USA_NC_33b42c0f
SRR22303896,,,USA: Utah,2022-09-27,92047.0,382186.4,USA,Utah,USA_UT_e75dabb1
SRR22324009,,MO DHSS,USA: Missouri,2022-09-27,270.0,-1.0,USA,Missouri,USA_MO_48a1c8cb
SRR22303901,,,USA: Utah,2022-09-27,24374.0,1088212.0,USA,Utah,USA_UT_58eae2f2
SRR22303902,,,USA: Utah,2022-09-27,6790.0,16486.9,USA,Utah,USA_UT_c5a81798
SRR22341415,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-27,151589.0,25750.0,USA,North Carolina,USA_NC_0d3b23a2
SRR22324181,,MO DHSS,USA: Missouri,2022-09-27,7500.0,-1.0,USA,Missouri,USA_MO_dd0e8350
SRR22324341,,MO DHSS,USA: Missouri,2022-09-27,151966.0,-1.0,USA,Missouri,USA_MO_7e59a478
SRR26936827,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-27,92850.0,5.052,USA,Oregon,USA_OR_22832f33
SRR22324085,,MO DHSS,USA: Missouri,2022-09-27,15906.0,-1.0,USA,Missouri,USA_MO_e8f33fd0
SRR22324077,,MO DHSS,USA: Missouri,2022-09-27,10730.0,-1.0,USA,Missouri,USA_MO_0e558413
SRR25299677,ARTIC V4.1 spike,,USA: California,2022-09-27,1480000.0,57036.29886117648,USA,California,USA_CA_db7466eb
SRR23510318,,CDPHE,"USA: Colorado, Weld, county",2022-09-27,20000.0,236000.0,USA,Colorado,USA_CO_750396f2
SRR23510119,,CDPHE,"USA: Colorado, Chaffee, county",2022-09-27,19286.0,94400.0,USA,Colorado,USA_CO_64481e3e
SRR22324291,,MO DHSS,USA: Missouri,2022-09-27,66738.0,-1.0,USA,Missouri,USA_MO_c7d39291
SRR25299678,ARTIC V4.1 spike,,USA: California,2022-09-27,1480000.0,57036.29886117648,USA,California,USA_CA_db7466eb
SRR27178092,,,USA: South Dakota,2022-09-27,10000.0,-1.0,USA,South Dakota,USA_SD_b45b8e1e
SRR23510118,,CDPHE,"USA: Colorado, El Paso, county",2022-09-27,34286.0,106000.0,USA,Colorado,USA_CO_96d614cf
SRR23510114,,CDPHE,"USA: Colorado, Morgan, county",2022-09-27,12000.0,190000.0,USA,Colorado,USA_CO_5010ff06
SRR22324084,,MO DHSS,USA: Missouri,2022-09-27,15906.0,-1.0,USA,Missouri,USA_MO_e8f33fd0
SRR22303898,,,USA: Utah,2022-09-27,21872.0,613681.3,USA,Utah,USA_UT_df5789be
SRR22341387,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-27,178000.0,11750.0,USA,North Carolina,USA_NC_d2e57780
SRR22324367,,MO DHSS,USA: Missouri,2022-09-27,490000.0,-1.0,USA,Missouri,USA_MO_6c596a04
SRR22303905,,,USA: Utah,2022-09-27,17312.0,270284.8,USA,Utah,USA_UT_bc312c2d
SRR23050853,ARTIC V4.1,,Netherlands,2022-09-27,467169.0,-1.0,Netherlands,,Netherlands__d605f5ad
SRR22323951,,MO DHSS,USA: Missouri,2022-09-27,149112.0,-1.0,USA,Missouri,USA_MO_33c54106
SRR22324208,,MO DHSS,USA: Missouri,2022-09-27,35300.0,-1.0,USA,Missouri,USA_MO_fecf7bf0
SRR22303908,,,USA: Utah,2022-09-27,228700.0,348042.6,USA,Utah,USA_UT_4a219147
SRR22303900,,,USA: Utah,2022-09-27,7460.0,229609.0,USA,Utah,USA_UT_3d89cd97
SRR22324138,,MO DHSS,USA: Missouri,2022-09-27,270.0,-1.0,USA,Missouri,USA_MO_48a1c8cb
SRR22324302,,MO DHSS,USA: Missouri,2022-09-27,1730.0,-1.0,USA,Missouri,USA_MO_60249f59
SRR23510273,,CDPHE,"USA: Colorado, El Paso, county",2022-09-27,4779.0,363000.0,USA,Colorado,USA_CO_8c7abfe7
SRR22303909,,,USA: Utah,2022-09-27,9896.0,706914.0,USA,Utah,USA_UT_feb9bf97
SRR22323961,,MO DHSS,USA: Missouri,2022-09-27,900.0,-1.0,USA,Missouri,USA_MO_e9d73b71
SRR23510271,,CDPHE,"USA: Colorado, San Miguel, county",2022-09-27,15000.0,192000.0,USA,Colorado,USA_CO_50bf1ae7
SRR22324159,,MO DHSS,USA: Missouri,2022-09-27,3300.0,-1.0,USA,Missouri,USA_MO_94b00153
SRR23510276,,CDPHE,"USA: Colorado, El Paso, county",2022-09-27,9286.0,296000.0,USA,Colorado,USA_CO_e2bed632
SRR22323950,,MO DHSS,USA: Missouri,2022-09-27,149112.0,-1.0,USA,Missouri,USA_MO_33c54106
SRR22341419,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-27,173000.0,17500.0,USA,North Carolina,USA_NC_dcdec93b
SRR22341411,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-27,41819.0,15250.0,USA,North Carolina,USA_NC_5c8a5e79
SRR22324395,,MO DHSS,USA: Missouri,2022-09-27,27391.0,-1.0,USA,Missouri,USA_MO_9261fe00
SRR22341389,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-27,67743.0,27250.0,USA,North Carolina,USA_NC_df1257fe
SRR22341401,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-27,78141.0,23250.0,USA,North Carolina,USA_NC_88d2a58d
SRR23510117,,CDPHE,"USA: Colorado, Summit, county",2022-09-27,18571.0,253000.0,USA,Colorado,USA_CO_072c473c
SRR22324076,,MO DHSS,USA: Missouri,2022-09-27,10730.0,-1.0,USA,Missouri,USA_MO_0e558413
SRR22324394,,MO DHSS,USA: Missouri,2022-09-27,27391.0,-1.0,USA,Missouri,USA_MO_9261fe00
SRR22324303,,MO DHSS,USA: Missouri,2022-09-27,1730.0,-1.0,USA,Missouri,USA_MO_60249f59
SRR22303904,,,USA: Utah,2022-09-27,21231.0,695633.8,USA,Utah,USA_UT_888ebf40
SRR22324219,,MO DHSS,USA: Missouri,2022-09-27,490000.0,-1.0,USA,Missouri,USA_MO_6c596a04
SRR23624404,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,550000.0,73566.0,USA,North Carolina,USA_NC_2ca02512
SRR26936850,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,92850.0,5.096,USA,Oregon,USA_OR_22832f33
SRR23386275,,RICE University,"USA: Texas, Houston",2022-09-26,109410.0,-1.0,USA,Texas,USA_TX_4ab34520
SRR23510243,,CDPHE,"USA: Colorado, Denver, county",2022-09-26,709904.0,109099.4021,USA,Colorado,USA_CO_613d9bcc
SRR23386114,,RICE University,"USA: Texas, Houston",2022-09-26,4010.0,-1.0,USA,Texas,USA_TX_645da28e
SRR24054752,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,20366.0,24463.0,USA,Ohio,USA_OH_11b0c4f1
SRR26936841,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,58856.0,5.013,USA,Oregon,USA_OR_ad2cab25
SRR23510375,,CDPHE,"USA: Colorado, Garfield, county",2022-09-26,16714.0,105000.0,USA,Colorado,USA_CO_e5612040
SRR23510485,,CDPHE,"USA: Colorado, Routt, county",2022-09-26,43741.0,233000.0,USA,Colorado,USA_CO_dec2cfa7
SRR23386110,,RICE University,"USA: Texas, Houston",2022-09-26,551150.0,-1.0,USA,Texas,USA_TX_7da544ad
SRR22341397,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,182501.0,19750.0,USA,North Carolina,USA_NC_2cb14934
SRR23386280,,RICE University,"USA: Texas, Houston",2022-09-26,95600.0,-1.0,USA,Texas,USA_TX_d67390bc
SRR22324309,,MO DHSS,USA: Missouri,2022-09-26,11883.0,-1.0,USA,Missouri,USA_MO_e5ea2ce2
SRR24054410,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,88710.0,56042.0,USA,Ohio,USA_OH_7a798db8
SRR23386270,,RICE University,"USA: Texas, Houston",2022-09-26,97918.0,-1.0,USA,Texas,USA_TX_dd03c0a4
SRR23386272,,RICE University,"USA: Texas, Houston",2022-09-26,1133.0,-1.0,USA,Texas,USA_TX_689c32c2
SRR23510248,,CDPHE,"USA: Colorado, Larimer, county",2022-09-26,26621.0,95410.7995,USA,Colorado,USA_CO_2f371871
SRR24054961,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,4800.0,16639.5,USA,Ohio,USA_OH_a66ad873
SRR23510377,,CDPHE,"USA: Colorado, Pitkin, county",2022-09-26,17571.0,169000.0,USA,Colorado,USA_CO_0abd8f45
SRR25300457,ARTIC V4.1 spike,,USA: California,2022-09-26,1500000.0,126280.58851896207,USA,California,USA_CA_bdb5d295
SRR23386566,,RICE University,"USA: Texas, Houston",2022-09-26,28742.0,-1.0,USA,Texas,USA_TX_aefb8f97
SRR24054492,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,3300.0,79915.5,USA,Ohio,USA_OH_bf28362f
SRR23510309,,CDPHE,"USA: Colorado, La Plata, county",2022-09-26,23429.0,312000.0,USA,Colorado,USA_CO_eabc92dc
SRR24235209,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,84189.0,1027117.0,USA,North Carolina,USA_NC_3c6361e1
SRR23510244,,CDPHE,"USA: Colorado, Denver, county",2022-09-26,345454.0,60648.95157999999,USA,Colorado,USA_CO_b34381eb
SRR23510240,,CDPHE,"USA: Colorado, Pueblo, county",2022-09-26,96515.0,104689.6992,USA,Colorado,USA_CO_9cad791f
SRR23510488,,CDPHE,"USA: Colorado, Arapahoe, county",2022-09-26,25714.0,21700.0,USA,Colorado,USA_CO_bf1634c9
SRR24054287,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,20581.0,229095.0,USA,Ohio,USA_OH_6185d81e
SRR23386273,,RICE University,"USA: Texas, Houston",2022-09-26,59188.0,-1.0,USA,Texas,USA_TX_9a179365
SRR22341393,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,49384.0,9250.0,USA,North Carolina,USA_NC_26ef3452
SRR26936839,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,13739.0,5.131,USA,Oregon,USA_OR_3c8ae45c
SRR23510595,,CDPHE,"USA: Colorado, Las Animas, county",2022-09-26,14286.0,148000.0,USA,Colorado,USA_CO_6e9ff6c1
SRR23386266,,RICE University,"USA: Texas, Houston",2022-09-26,20758.0,-1.0,USA,Texas,USA_TX_f38bab4a
SRR23510486,,CDPHE,"USA: Colorado, Eagle, county",2022-09-26,19286.0,71300.0,USA,Colorado,USA_CO_1c6ca33c
SRR23386269,,RICE University,"USA: Texas, Houston",2022-09-26,8610.0,-1.0,USA,Texas,USA_TX_c665613f
SRR22324359,,MO DHSS,USA: Missouri,2022-09-26,12000.0,-1.0,USA,Missouri,USA_MO_857ba4a7
SRR24054687,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,78509.0,88253.0,USA,Ohio,USA_OH_1108ff27
SRR23510378,,CDPHE,"USA: Colorado, Douglas, county",2022-09-26,34786.0,154000.0,USA,Colorado,USA_CO_c206c999
SRR22341405,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,120000.0,30000.0,USA,North Carolina,USA_NC_90ad8fd9
SRR23624385,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,30655.0,88672.0,USA,North Carolina,USA_NC_722c6cfb
SRR23386568,,RICE University,"USA: Texas, Houston",2022-09-26,4170.0,-1.0,USA,Texas,USA_TX_519a673c
SRR23386284,,RICE University,"USA: Texas, Houston",2022-09-26,33102.0,-1.0,USA,Texas,USA_TX_38c9930e
SRR23386111,,RICE University,"USA: Texas, Houston",2022-09-26,33645.0,-1.0,USA,Texas,USA_TX_1713d24b
SRR22341403,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,8459.0,17250.0,USA,North Carolina,USA_NC_e0722acd
SRR26936819,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,40000.0,4.832,USA,Oregon,USA_OR_b22393f8
SRR23386108,,RICE University,"USA: Texas, Houston",2022-09-26,117968.0,-1.0,USA,Texas,USA_TX_48eaa7b8
SRR23510239,,CDPHE,"USA: Colorado, Adams, county",2022-09-26,54561.0,37402.86638,USA,Colorado,USA_CO_819baf53
SRR22324310,,MO DHSS,USA: Missouri,2022-09-26,11883.0,-1.0,USA,Missouri,USA_MO_e5ea2ce2
SRR24054353,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,36000.0,31663.0,USA,Ohio,USA_OH_71d9a9a5
SRR24054531,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,29000.0,89221.0,USA,Ohio,USA_OH_b53ebe19
SRR25300682,ARTIC V4.1 spike,,USA: California,2022-09-26,1500000.0,126280.58851896207,USA,California,USA_CA_bdb5d295
SRR22324316,,MO DHSS,USA: Missouri,2022-09-26,9100.0,-1.0,USA,Missouri,USA_MO_db537f4f
SRR23386565,,RICE University,"USA: Texas, Houston",2022-09-26,9375.0,-1.0,USA,Texas,USA_TX_2390c457
SRR23590634,,CDPHE,"USA: Colorado, Summit, county",2022-09-26,14286.0,58800.0,USA,Colorado,USA_CO_08205ddf
SRR23510108,,CDPHE,"USA: Colorado, Archuleta, county",2022-09-26,27857.0,248000.0,USA,Colorado,USA_CO_fdd9ef75
SRR23386281,,RICE University,"USA: Texas, Houston",2022-09-26,12892.0,-1.0,USA,Texas,USA_TX_feac3f7a
SRR23386268,,RICE University,"USA: Texas, Houston",2022-09-26,85129.0,-1.0,USA,Texas,USA_TX_48fc26c6
SRR23386570,,RICE University,"USA: Texas, Houston",2022-09-26,3825.0,-1.0,USA,Texas,USA_TX_a9ee3047
SRR23386113,,RICE University,"USA: Texas, Houston",2022-09-26,40689.0,-1.0,USA,Texas,USA_TX_8499adb3
SRR23386267,,RICE University,"USA: Texas, Houston",2022-09-26,600.0,-1.0,USA,Texas,USA_TX_b9f9811e
SRR22341395,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,13296.0,4500.0,USA,North Carolina,USA_NC_59f72423
SRR25300683,ARTIC V4.1 spike,,USA: California,2022-09-26,1500000.0,126280.58851896207,USA,California,USA_CA_bdb5d295
SRR26936817,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,40000.0,4.985,USA,Oregon,USA_OR_b22393f8
SRR23624411,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,75886.0,97467.0,USA,North Carolina,USA_NC_325ce463
SRR23386279,,RICE University,"USA: Texas, Houston",2022-09-26,5497.0,-1.0,USA,Texas,USA_TX_66f07646
SRR23510254,,CDPHE,"USA: Colorado, Broomfield, county",2022-09-26,53356.0,143359.1379,USA,Colorado,USA_CO_d880008c
SRR22553881,ARTIC V4.1,Pennsylvania Department of Health,USA: Pennsylvania,2022-09-26,600.0,3898076.0,USA,Pennsylvania,USA_PA_f846ce42
SRR23386562,,RICE University,"USA: Texas, Houston",2022-09-26,124000.0,-1.0,USA,Texas,USA_TX_9d4fd454
SRR23510116,,CDPHE,"USA: Colorado, La Plata, county",2022-09-26,1786.0,245000.0,USA,Colorado,USA_CO_b84b0035
SRR23510234,,CDPHE,"USA: Colorado, Larimer Weld, county",2022-09-26,7946.0,75084.98773,USA,Colorado,USA_CO_33a7e2b1
SRR24054482,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,2400.0,79789.5,USA,Ohio,USA_OH_335e1b28
SRR23050854,ARTIC V4.1,,Netherlands,2022-09-26,67890.0,-1.0,Netherlands,,Netherlands__c188c11e
SRR23510311,,CDPHE,"USA: Colorado, Mesa, county",2022-09-26,89286.0,20700.0,USA,Colorado,USA_CO_0245d1cf
SRR23590448,,CDPHE,"USA: Colorado, Larimer, county",2022-09-26,5818.0,302000.0,USA,Colorado,USA_CO_3c82e553
SRR23386115,,RICE University,"USA: Texas, Houston",2022-09-26,20920.0,-1.0,USA,Texas,USA_TX_48353317
SRR23386278,,RICE University,"USA: Texas, Houston",2022-09-26,109414.0,-1.0,USA,Texas,USA_TX_af18aa14
SRR23510249,,CDPHE,"USA: Colorado, Larimer, county",2022-09-26,92127.0,131786.8017,USA,Colorado,USA_CO_8a9915af
SRR22341409,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,15527.0,24500.0,USA,North Carolina,USA_NC_43f89fa0
SRR26936846,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,37725.0,4.964,USA,Oregon,USA_OR_eaa97b09
SRR22324066,,MO DHSS,USA: Missouri,2022-09-26,76759.0,-1.0,USA,Missouri,USA_MO_d56c57a6
SRR23386109,,RICE University,"USA: Texas, Houston",2022-09-26,976.0,-1.0,USA,Texas,USA_TX_9a9415a0
SRR23386265,,RICE University,"USA: Texas, Houston",2022-09-26,3623.0,-1.0,USA,Texas,USA_TX_bbb56202
SRR22341417,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,82158.0,27500.0,USA,North Carolina,USA_NC_32eb717d
SRR23510487,,CDPHE,"USA: Colorado, Pitkin, county",2022-09-26,5500.0,595000.0,USA,Colorado,USA_CO_14eef4ad
SRR23510317,,CDPHE,"USA: Colorado, Eagle, county",2022-09-26,21071.0,58900.0,USA,Colorado,USA_CO_e00f390d
SRR23386569,,RICE University,"USA: Texas, Houston",2022-09-26,16030.0,-1.0,USA,Texas,USA_TX_fa46288e
SRR23510238,,CDPHE,"USA: Colorado, Larimer, county",2022-09-26,23194.0,107244.4173,USA,Colorado,USA_CO_8edba001
SRR23510236,,CDPHE,"USA: Colorado, Larimer, county",2022-09-26,66429.0,78476.74699,USA,Colorado,USA_CO_21774da0
SRR23510251,,CDPHE,"USA: Colorado, El Paso, county",2022-09-26,303855.0,145801.9638,USA,Colorado,USA_CO_a604923a
SRR23386283,,RICE University,"USA: Texas, Houston",2022-09-26,19867.0,-1.0,USA,Texas,USA_TX_022a0581
SRR23386285,,RICE University,"USA: Texas, Houston",2022-09-26,20161.0,-1.0,USA,Texas,USA_TX_b822a105
SRR22323941,,MO DHSS,USA: Missouri,2022-09-26,61250.0,-1.0,USA,Missouri,USA_MO_74641a28
SRR23510483,,CDPHE,"USA: Colorado, Gunnison, county",2022-09-26,30000.0,67300.0,USA,Colorado,USA_CO_930c99f7
SRR23386106,,RICE University,"USA: Texas, Houston",2022-09-26,37359.0,-1.0,USA,Texas,USA_TX_69012aaa
SRR23510121,,CDPHE,"USA: Colorado, Elbert, county",2022-09-26,3571.0,1880.0,USA,Colorado,USA_CO_ddd37b99
SRR26936872,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,220000.0,4.461,USA,Oregon,USA_OR_c84c259d
SRR23510246,,CDPHE,"USA: Colorado, Boulder Weld, county",2022-09-26,75544.0,115502.1063,USA,Colorado,USA_CO_d0ae686d
SRR23510371,,CDPHE,"USA: Colorado, Adams, county",2022-09-26,21429.0,93300.0,USA,Colorado,USA_CO_4e5b4dae
SRR24054739,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,4100.0,42442.0,USA,Ohio,USA_OH_4a36c237
SRR23510256,,CDPHE,"USA: Colorado, Adams Arapahoe, county",2022-09-26,268004.0,141053.3524,USA,Colorado,USA_CO_50e12810
SRR23510235,,CDPHE,"USA: Colorado, Larimer, county",2022-09-26,9292.0,40247.34633,USA,Colorado,USA_CO_31ed0e13
SRR23510376,,CDPHE,"USA: Colorado, Teller, county",2022-09-26,6379.0,301000.0,USA,Colorado,USA_CO_1643cef5
SRR23386286,,RICE University,"USA: Texas, Houston",2022-09-26,2589.0,-1.0,USA,Texas,USA_TX_50f27e43
SRR23510247,,CDPHE,"USA: Colorado, Weld, county",2022-09-26,83319.0,76411.4433,USA,Colorado,USA_CO_78bfde18
SRR26936828,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,9975.0,4.7,USA,Oregon,USA_OR_5cf3e0c2
SRR23510252,,CDPHE,"USA: Colorado, El Paso, county",2022-09-26,102204.0,204854.5146,USA,Colorado,USA_CO_148488bf
SRR26936830,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,32255.0,5.024,USA,Oregon,USA_OR_85f19b71
SRR23386276,,RICE University,"USA: Texas, Houston",2022-09-26,20608.0,-1.0,USA,Texas,USA_TX_bcb1e68c
SRR23386277,,RICE University,"USA: Texas, Houston",2022-09-26,32485.0,-1.0,USA,Texas,USA_TX_bd6566fa
SRR23510587,,CDPHE,"USA: Colorado, Summit, county",2022-09-26,28571.0,135000.0,USA,Colorado,USA_CO_bfe1757c
SRR23386274,,RICE University,"USA: Texas, Houston",2022-09-26,293227.0,-1.0,USA,Texas,USA_TX_a814c68f
SRR22341407,https://github.com/nebiolabs/VarSkip/tree/main/schemes/NEB_VarSkip,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,68685.0,31750.0,USA,North Carolina,USA_NC_8cdf5ff6
SRR24054371,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,113629.0,74568.5,USA,Ohio,USA_OH_137d7712
SRR23386287,,RICE University,"USA: Texas, Houston",2022-09-26,52055.0,-1.0,USA,Texas,USA_TX_802ad744
SRR26890809,,,USA: South Dakota,2022-09-26,20000.0,-1.0,USA,South Dakota,USA_SD_1f518cf7
SRR26799053,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,12000.0,4.748,USA,Oregon,USA_OR_2b1f18fd
SRR23510255,,CDPHE,"USA: Colorado, Boulder, county",2022-09-26,89383.0,183130.0835,USA,Colorado,USA_CO_5241d16e
SRR24054719,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-26,226729.0,17600.0,USA,Ohio,USA_OH_5f9e5487
SRR23510237,,CDPHE,"USA: Colorado, Denver Arapahoe, county",2022-09-26,247443.0,147161.3804,USA,Colorado,USA_CO_c400cd16
SRR23624394,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,North Carolina Department of Health and Human Services,USA: North Carolina,2022-09-26,74331.0,104190.0,USA,North Carolina,USA_NC_d08ce8bb
SRR23386104,,RICE University,"USA: Texas, Houston",2022-09-26,1722.0,-1.0,USA,Texas,USA_TX_9b02d14d
SRR23510245,,CDPHE,"USA: Colorado, Boulder, county",2022-09-26,17601.0,125264.9242,USA,Colorado,USA_CO_6fe24843
SRR23386107,,RICE University,"USA: Texas, Houston",2022-09-26,70900.0,-1.0,USA,Texas,USA_TX_f93319ee
SRR23386564,,RICE University,"USA: Texas, Houston",2022-09-26,2408.0,-1.0,USA,Texas,USA_TX_e19badcc
SRR26799197,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,Oregon State University/Oregon Health Authority,USA: Oregon,2022-09-26,133708.0,4.874,USA,Oregon,USA_OR_1a2ac800
SRR22324314,,MO DHSS,USA: Missouri,2022-09-26,9100.0,-1.0,USA,Missouri,USA_MO_db537f4f
SRR23510310,,CDPHE,"USA: Colorado, Eagle, county",2022-09-26,30714.0,93900.0,USA,Colorado,USA_CO_d127a952
SRR23510370,,CDPHE,"USA: Colorado, Boulder, county",2022-09-26,1786.0,1170000.0,USA,Colorado,USA_CO_5c2c13b0
SRR23510374,,CDPHE,"USA: Colorado, Summit, county",2022-09-26,35643.0,397000.0,USA,Colorado,USA_CO_630986e5
SRR23510250,,CDPHE,"USA: Colorado, Larimer, county",2022-09-26,17997.0,113636.9035,USA,Colorado,USA_CO_68f97f45
SRR23498009,,North Carolina State University - Raleigh,USA: North Carolina,2022-09-26,35000.0,-1.0,USA,North Carolina,USA_NC_c3848fff
SRR23386563,,RICE University,"USA: Texas, Houston",2022-09-26,16804.0,-1.0,USA,Texas,USA_TX_81acfb63
SRR23050855,ARTIC V4.1,,Netherlands,2022-09-26,313928.0,-1.0,Netherlands,,Netherlands__b700b085
SRR24054762,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-25,654817.0,181053.0,USA,Ohio,USA_OH_042f454b
SRR24054584,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-25,24303.0,188716.0,USA,Ohio,USA_OH_3aa71b95
SRR24054618,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-25,72000.0,98695.0,USA,Ohio,USA_OH_55b1d50c
SRR24054143,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-25,372208.0,78526.5,USA,Ohio,USA_OH_ef94de06
SRR22315903,ARTIC V4.1,Biobot Analytics,USA: South Dakota,2022-09-25,13289.0,-1.0,USA,South Dakota,USA_SD_05557e30
SRR24054424,ARTIC V4.1,Ohio Department of Health,USA: Ohio,2022-09-25,65000.0,148673.5,USA,Ohio,USA_OH_3f737486
